Asset being sold,Asset being purchased,Dollar Value,Account Owner
FB,Cash,9,wPccxlgU
Cash,FB,9,wPccxlgU
Cash,FB,9,wPccxlgU
GOOG,Cash,25,wPccxlgU
FB,Cash,19,wPccxlgU
FB,Cash,11,wPccxlgU
FB,Cash,9,wPccxlgU
Cash,FB,9,wPccxlgU
Cash,FB,11,wPccxlgU
Cash,FB,25,wPccxlgU
FB,Cash,32,wPccxlgU
Cash,FB,35,wPccxlgU
FB,Cash,10,wPccxlgU
GOOG,Cash,93,wPccxlgU
Cash,FB,19,wPccxlgU
FB,Cash,10,wPccxlgU
Cash,FB,8,wPccxlgU
Cash,FB,11,wPccxlgU
FB,Cash,10,wPccxlgU
FB,Cash,26,wPccxlgU
FB,Cash,17,wPccxlgU
FB,Cash,6,wPccxlgU
Cash,FB,23,wPccxlgU
FB,Cash,12,wPccxlgU
Cash,FB,24,wPccxlgU
FB,Cash,7,wPccxlgU
Cash,FB,22,wPccxlgU
FB,Cash,15,wPccxlgU
Cash,GOOG,54,wPccxlgU
FB,Cash,9,wPccxlgU
Cash,FB,15,wPccxlgU
FB,Cash,8,wPccxlgU
FB,Cash,12,wPccxlgU
FB,Cash,23,wPccxlgU
Cash,FB,16,wPccxlgU
GOOG,Cash,77,wPccxlgU
Cash,GOOG,28,wPccxlgU
Cash,FB,22,wPccxlgU
FB,Cash,10,wPccxlgU
GOOG,Cash,41,wPccxlgU
Cash,FB,11,wPccxlgU
FB,Cash,10,wPccxlgU
GOOG,Cash,40,wPccxlgU
Cash,GOOG,40,wPccxlgU
Cash,GOOG,17,wPccxlgU
GOOG,Cash,17,wPccxlgU
FB,Cash,10,wPccxlgU
Cash,FB,10,wPccxlgU
Cash,FB,9,wPccxlgU
Cash,FB,14,wPccxlgU
Cash,FB,8,wPccxlgU
FB,Cash,8,wPccxlgU
Cash,FB,20,wPccxlgU
Cash,FB,20,wPccxlgU
FB,Cash,8,wPccxlgU
Cash,GOOG,73,wPccxlgU
Cash,FB,10,wPccxlgU
Cash,FB,13,wPccxlgU
Cash,FB,16,wPccxlgU
Cash,GOOG,47,wPccxlgU
TWTR,BTC,925,sLuvY43U
Cash,FB,8,wPccxlgU
TWTR,BTC,24,wPccxlgU
ZEN,BTC,22,wPccxlgU
ZEN,BTC,12,wPccxlgU
BTC,ZEN,998,2jHk31mT
Cash,GOOG,126,wPccxlgU
BTC,ZEN,22,2jHk31mT
Cash,FB,11,wPccxlgU
BTC,TWTR,114,vk49No9e
BTC,TWTR,48,vk49No9e
TWTR,BTC,128,vk49No9e
GOOG,Cash,28,wPccxlgU
FB,Cash,7,wPccxlgU
TWTR,BTC,35,vk49No9e
Cash,FB,4,wPccxlgU
TWTR,BTC,114,ylXjYVQS
Cash,FB,4,wPccxlgU
Cash,FB,18707,wPccxlgU
TWTR,BTC,31,wPccxlgU
TWTR,BTC,17,wPccxlgU
BTC,TWTR,15,wPccxlgU
TWTR,BTC,38,vk49No9e
TWTR,BTC,28,vk49No9e
TWTR,BTC,81,wPccxlgU
BTC,ZEN,43,wPccxlgU
BTC,ZEN,17,wPccxlgU
TWTR,BTC,26,vk49No9e
ZEN,BTC,12,wPccxlgU
BTC,TWTR,20,wPccxlgU
TWTR,BTC,25,vk49No9e
TWTR,BTC,401,ylXjYVQS
TWTR,BTC,13,wPccxlgU
TWTR,BTC,16,wPccxlgU
BTC,TWTR,13,wPccxlgU
TWTR,BTC,13,wPccxlgU
TWTR,BTC,16,wPccxlgU
TWTR,BTC,13,wPccxlgU
BTC,TWTR,14,wPccxlgU
Cash,GOOG,138,vk49No9e
Cash,FB,15,wPccxlgU
BTC,ZEN,10,wPccxlgU
Cash,GOOG,98,vk49No9e
Cash,GOOG,39,vk49No9e
BTC,ZEN,13,wPccxlgU
ZEN,BTC,11,wPccxlgU
BTC,TWTR,404,ylXjYVQS
TWTR,BTC,31,ylXjYVQS
BTC,TWTR,30,ylXjYVQS
ZEN,BTC,14,wPccxlgU
TWTR,BTC,23,ylXjYVQS
TWTR,BTC,17,ylXjYVQS
TWTR,BTC,21,ylXjYVQS
TWTR,BTC,13,ylXjYVQS
TWTR,BTC,17,ylXjYVQS
ZEN,BTC,14,vk49No9e
BTC,TWTR,24,wPccxlgU
ZEN,BTC,11,wPccxlgU
BTC,ZEN,8,wPccxlgU
FB,Cash,6,wPccxlgU
Cash,ZEN,226,wrO6rnwb
Cash,GOOG,32,wPccxlgU
Cash,FB,16,wPccxlgU
GOOG,Cash,237,wPccxlgU
TWTR,BTC,888,ylXjYVQS
ZEN,Cash,179,wrO6rnwb
BTC,TWTR,244,ylXjYVQS
GOOG,Cash,102,vk49No9e
TWTR,BTC,90,wrO6rnwb
FB,Cash,214,wPccxlgU
FB,Cash,9,wPccxlgU
FB,Cash,18,wPccxlgU
FB,Cash,8,wPccxlgU
TWTR,BTC,28,Pl0eRMGi
Cash,FB,6,wPccxlgU
TWTR,BTC,1962,Pl0eRMGi
TWTR,BTC,29,Pl0eRMGi
BTC,TWTR,67,Pl0eRMGi
TWTR,BTC,18,Pl0eRMGi
BTC,TWTR,16,Pl0eRMGi
TWTR,BTC,17,Pl0eRMGi
BTC,TWTR,21,Pl0eRMGi
TWTR,BTC,34,Pl0eRMGi
TWTR,BTC,18,Pl0eRMGi
TWTR,BTC,18,Pl0eRMGi
ZEN,BTC,17,Pl0eRMGi
BTC,TWTR,1310,Pl0eRMGi
TWTR,BTC,1239,Pl0eRMGi
BTC,TWTR,20,Pl0eRMGi
TWTR,BTC,26,Pl0eRMGi
TWTR,BTC,40,Pl0eRMGi
BTC,TWTR,755,f5A1AhdH
TWTR,BTC,40,Pl0eRMGi
ZEN,BTC,17,Pl0eRMGi
TWTR,BTC,31,Pl0eRMGi
TWTR,BTC,71,BMcMDnnf
TWTR,BTC,31,Pl0eRMGi
BTC,TWTR,72,2OqrENNH
TWTR,BTC,32,2OqrENNH
Cash,ZEN,164,BMcMDnnf
BTC,TWTR,309,2OqrENNH
BTC,TWTR,1727,BMcMDnnf
ZEN,Cash,49,BMcMDnnf
TWTR,BTC,61,BMcMDnnf
BTC,ZEN,718,BMcMDnnf
TWTR,BTC,1681,BMcMDnnf
TWTR,BTC,16,BMcMDnnf
BTC,TWTR,13,BMcMDnnf
BTC,TWTR,13,BMcMDnnf
BTC,TWTR,14,BMcMDnnf
BTC,TWTR,15,BMcMDnnf
BTC,TWTR,20,BMcMDnnf
TWTR,BTC,1852,BMcMDnnf
BTC,TWTR,15,BMcMDnnf
BTC,TWTR,34,BMcMDnnf
TWTR,BTC,19,BMcMDnnf
TWTR,BTC,12,BMcMDnnf
TWTR,BTC,22,BMcMDnnf
TWTR,BTC,13,BMcMDnnf
BTC,TWTR,450,nhJO95tf
BTC,TWTR,67,nhJO95tf
BTC,TWTR,15296,Pl0eRMGi
BTC,TWTR,20316,Pl0eRMGi
BTC,TWTR,17495,Pl0eRMGi
BTC,TWTR,227,eq8lVs1N
BTC,TWTR,17546,Pl0eRMGi
BTC,TWTR,20349,Pl0eRMGi
ZEN,BTC,9,Pl0eRMGi
TWTR,BTC,489,UDkHUUNw
ZEN,BTC,10,Pl0eRMGi
ZEN,Cash,200,UDkHUUNw
ZEN,Cash,27115,Pl0eRMGi
BTC,TWTR,27188,Pl0eRMGi
ZEN,BTC,30467,Pl0eRMGi
ZEN,BTC,28953,Pl0eRMGi
TWTR,BTC,28930,Pl0eRMGi
BTC,TWTR,28914,Pl0eRMGi
Cash,FB,757,vk49No9e
Cash,FB,24,vk49No9e
FB,Cash,301,vk49No9e
FB,Cash,35,vk49No9e
FB,Cash,200,vk49No9e
FB,Cash,47,vk49No9e
FB,Cash,17,vk49No9e
GOOG,Cash,99,vk49No9e
Cash,GOOG,99,vk49No9e
Cash,GOOG,59,vk49No9e
GOOG,Cash,41,vk49No9e
GOOG,Cash,46,vk49No9e
Cash,GOOG,40,vk49No9e
FB,Cash,23,vk49No9e
Cash,FB,113,vk49No9e
FB,Cash,74,vk49No9e
Cash,FB,40,vk49No9e
FB,Cash,27,vk49No9e
FB,Cash,129,vk49No9e
FB,Cash,26,vk49No9e
Cash,FB,19,vk49No9e
GOOG,Cash,127,vk49No9e
Cash,FB,26,vk49No9e
FB,Cash,49,vk49No9e
Cash,FB,123,vk49No9e
Cash,FB,24,vk49No9e
Cash,FB,250,vk49No9e
GOOG,Cash,270,vk49No9e
FB,Cash,25,vk49No9e
Cash,FB,18,vk49No9e
Cash,FB,15,vk49No9e
Cash,GOOG,101,vk49No9e
Cash,FB,21,vk49No9e
FB,Cash,26,vk49No9e
Cash,GOOG,141,vk49No9e
FB,Cash,18,vk49No9e
FB,Cash,49,vk49No9e
TWTR,BTC,67142,wPccxlgU
FB,Cash,30,vk49No9e
GOOG,Cash,83,vk49No9e
Cash,FB,51,vk49No9e
FB,Cash,18,vk49No9e
FB,Cash,215,vk49No9e
Cash,FB,30,vk49No9e
FB,Cash,21,vk49No9e
FB,Cash,16,vk49No9e
ZEN,Cash,624,79kRyE6h
FB,Cash,33,vk49No9e
FB,Cash,21,vk49No9e
FB,Cash,14,vk49No9e
Cash,FB,108,vk49No9e
FB,Cash,31,vk49No9e
Cash,FB,39,vk49No9e
FB,Cash,86,vk49No9e
GOOG,Cash,110,vk49No9e
GOOG,Cash,83,vk49No9e
Cash,FB,28,vk49No9e
Cash,FB,559,vk49No9e
BTC,TWTR,69054,wPccxlgU
GOOG,Cash,74736,wPccxlgU
BTC,TWTR,68052,wPccxlgU
ZEN,BTC,95,wPccxlgU
Cash,FB,34,vk49No9e
FB,Cash,25,vk49No9e
FB,Cash,60,vk49No9e
BTC,TWTR,91,ogL4m9Rz
FB,Cash,34,vk49No9e
FB,Cash,29,vk49No9e
GOOG,Cash,78,vk49No9e
FB,Cash,18,vk49No9e
Cash,FB,53,vk49No9e
Cash,FB,47,vk49No9e
BTC,TWTR,24,wPccxlgU
Cash,GOOG,36,vk49No9e
Cash,GOOG,76,vk49No9e
FB,Cash,63,vk49No9e
Cash,GOOG,47,vk49No9e
Cash,FB,20,vk49No9e
FB,Cash,12,vk49No9e
FB,Cash,28,vk49No9e
Cash,FB,76,vk49No9e
Cash,GOOG,53,vk49No9e
Cash,GOOG,41,vk49No9e
Cash,GOOG,39,vk49No9e
Cash,FB,50,vk49No9e
Cash,FB,22,vk49No9e
TWTR,BTC,144,wPccxlgU
Cash,GOOG,368,vk49No9e
BTC,TWTR,28,wPccxlgU
BTC,ZEN,138,ogL4m9Rz
TWTR,BTC,92,vk49No9e
TWTR,BTC,35,ogL4m9Rz
BTC,ZEN,16,wPccxlgU
Cash,FB,20,vk49No9e
BTC,TWTR,167,wPccxlgU
TWTR,BTC,32,wPccxlgU
BTC,TWTR,20,wPccxlgU
Cash,GOOG,119,vk49No9e
Cash,GOOG,64,vk49No9e
BTC,ZEN,140,ogL4m9Rz
TWTR,BTC,14,ogL4m9Rz
TWTR,BTC,27,wPccxlgU
BTC,TWTR,19,wPccxlgU
TWTR,BTC,14,ogL4m9Rz
TWTR,BTC,10,ogL4m9Rz
BTC,TWTR,11,ogL4m9Rz
GOOG,Cash,89,vk49No9e
BTC,TWTR,11,ogL4m9Rz
TWTR,BTC,9,ogL4m9Rz
ZEN,BTC,106,wPccxlgU
TWTR,BTC,85,wPccxlgU
TWTR,BTC,46,wPccxlgU
ZEN,Cash,171,wPccxlgU
BTC,TWTR,298,wPccxlgU
Cash,GOOG,58,vk49No9e
GOOG,Cash,33,vk49No9e
BTC,TWTR,39,wPccxlgU
GOOG,Cash,16,vk49No9e
GOOG,Cash,20,vk49No9e
GOOG,Cash,18,vk49No9e
Cash,FB,10,vk49No9e
FB,Cash,21,vk49No9e
Cash,FB,12,vk49No9e
BTC,TWTR,24,wPccxlgU
GOOG,Cash,20,vk49No9e
GOOG,Cash,16,vk49No9e
TWTR,BTC,20,wPccxlgU
BTC,ZEN,69,wPccxlgU
FB,Cash,17,vk49No9e
BTC,TWTR,129,79kRyE6h
BTC,TWTR,22,wPccxlgU
BTC,TWTR,19,wPccxlgU
TWTR,BTC,19,wPccxlgU
BTC,ZEN,249,wPccxlgU
BTC,TWTR,55,79kRyE6h
ZEN,BTC,301,wPccxlgU
FB,Cash,11,wPccxlgU
BTC,TWTR,291,79kRyE6h
TWTR,BTC,1190,79kRyE6h
TWTR,BTC,247,79kRyE6h
FB,Cash,14,wPccxlgU
TWTR,BTC,18,wPccxlgU
Cash,GOOG,617,wPccxlgU
TWTR,BTC,17,wPccxlgU
BTC,TWTR,18,wPccxlgU
TWTR,BTC,313,wPccxlgU
Cash,FB,11,wPccxlgU
TWTR,BTC,21,wPccxlgU
BTC,TWTR,19,wPccxlgU
BTC,TWTR,16,wPccxlgU
Cash,FB,18,wPccxlgU
FB,Cash,9,wPccxlgU
Cash,GOOG,133,wPccxlgU
FB,Cash,49,wPccxlgU
FB,Cash,22,wPccxlgU
GOOG,Cash,139,wPccxlgU
Cash,FB,13,wPccxlgU
FB,Cash,39,wPccxlgU
Cash,GOOG,56,wPccxlgU
FB,Cash,17,wPccxlgU
Cash,FB,11,wPccxlgU
Cash,FB,4,wPccxlgU
Cash,FB,5,wPccxlgU
Cash,FB,5,wPccxlgU
FB,Cash,7,wPccxlgU
GOOG,Cash,145,wPccxlgU
FB,Cash,12,wPccxlgU
FB,Cash,9,wPccxlgU
Cash,FB,3,wPccxlgU
FB,Cash,22,wPccxlgU
Cash,FB,127,wPccxlgU
FB,Cash,15,wPccxlgU
FB,Cash,11,wPccxlgU
FB,Cash,29,wPccxlgU
Cash,FB,5,wPccxlgU
FB,Cash,3,wPccxlgU
Cash,FB,4,wPccxlgU
FB,Cash,12,wPccxlgU
Cash,FB,6,wPccxlgU
FB,Cash,4,wPccxlgU
Cash,FB,4,wPccxlgU
FB,Cash,4,wPccxlgU
Cash,FB,3,wPccxlgU
Cash,FB,3,wPccxlgU
Cash,FB,4,wPccxlgU
Cash,FB,3,wPccxlgU
FB,Cash,6,wPccxlgU
FB,Cash,12,wPccxlgU
FB,Cash,17,wPccxlgU
Cash,FB,7,wPccxlgU
Cash,GOOG,164,wPccxlgU
FB,Cash,9,wPccxlgU
Cash,FB,10,wPccxlgU
FB,Cash,12,wPccxlgU
FB,Cash,12,wPccxlgU
Cash,FB,5,wPccxlgU
GOOG,Cash,243,wPccxlgU
FB,Cash,11,wPccxlgU
FB,Cash,6,wPccxlgU
FB,Cash,15,wPccxlgU
GOOG,Cash,178,wPccxlgU
GOOG,Cash,134,wPccxlgU
GOOG,Cash,183,wPccxlgU
GOOG,Cash,159,wPccxlgU
FB,Cash,1069,wPccxlgU
Cash,FB,8,wPccxlgU
Cash,FB,12,wPccxlgU
FB,Cash,9,wPccxlgU
FB,Cash,14,wPccxlgU
FB,Cash,15,wPccxlgU
FB,Cash,11,wPccxlgU
Cash,FB,248,wPccxlgU
Cash,FB,22,wPccxlgU
FB,Cash,9,wPccxlgU
Cash,FB,8,wPccxlgU
FB,Cash,7,wPccxlgU
Cash,FB,14,wPccxlgU
Cash,FB,11,wPccxlgU
Cash,GOOG,142,wPccxlgU
GOOG,Cash,142,wPccxlgU
Cash,FB,13,wPccxlgU
FB,Cash,7,wPccxlgU
GOOG,Cash,41,wPccxlgU
Cash,FB,7,wPccxlgU
Cash,FB,5,wPccxlgU
FB,Cash,6,wPccxlgU
Cash,FB,6,wPccxlgU
Cash,FB,7,wPccxlgU
FB,Cash,6,wPccxlgU
BTC,TWTR,23,ogL4m9Rz
FB,Cash,8,wPccxlgU
TWTR,BTC,14,wPccxlgU
Cash,FB,5,wPccxlgU
Cash,FB,6,wPccxlgU
Cash,FB,6,wPccxlgU
FB,Cash,9,wPccxlgU
Cash,FB,6,wPccxlgU
FB,Cash,7,wPccxlgU
FB,Cash,5,wPccxlgU
Cash,FB,5,wPccxlgU
Cash,FB,7,wPccxlgU
Cash,GOOG,67,wPccxlgU
Cash,GOOG,37,wPccxlgU
GOOG,Cash,44,wPccxlgU
Cash,FB,6,wPccxlgU
Cash,FB,6,wPccxlgU
Cash,FB,7,wPccxlgU
Cash,FB,12,wPccxlgU
FB,Cash,13,wPccxlgU
BTC,TWTR,19,wPccxlgU
BTC,TWTR,15,wPccxlgU
TWTR,BTC,25,ogL4m9Rz
BTC,TWTR,16,ogL4m9Rz
BTC,TWTR,15,wPccxlgU
BTC,TWTR,13,wPccxlgU
BTC,TWTR,16,ogL4m9Rz
GOOG,Cash,190,wPccxlgU
TWTR,BTC,33,wPccxlgU
TWTR,BTC,35,wPccxlgU
TWTR,BTC,13,wPccxlgU
TWTR,BTC,67,wPccxlgU
BTC,TWTR,30,wPccxlgU
Cash,FB,20,wPccxlgU
GOOG,Cash,63,wPccxlgU
GOOG,Cash,102207,wPccxlgU
Cash,FB,20,wPccxlgU
BTC,TWTR,168,ogL4m9Rz
Cash,GOOG,141,79kRyE6h
TWTR,BTC,7170,ogL4m9Rz
Cash,GOOG,66,wPccxlgU
Cash,FB,25,wPccxlgU
BTC,TWTR,255,vk49No9e
TWTR,BTC,18247,ogL4m9Rz
GOOG,Cash,275,79kRyE6h
TWTR,BTC,21,ylXjYVQS
TWTR,BTC,17,ylXjYVQS
BTC,TWTR,29,ylXjYVQS
TWTR,BTC,88,ylXjYVQS
BTC,TWTR,521018,f5A1AhdH
ZEN,BTC,19,Pl0eRMGi
BTC,ZEN,42,Pl0eRMGi
BTC,TWTR,71,Pl0eRMGi
BTC,ZEN,12,Pl0eRMGi
BTC,TWTR,52,Pl0eRMGi
BTC,ZEN,10,Pl0eRMGi
BTC,ZEN,12,Pl0eRMGi
ZEN,BTC,8,Pl0eRMGi
BTC,ZEN,23,Pl0eRMGi
BTC,ZEN,11,Pl0eRMGi
BTC,ZEN,17,Pl0eRMGi
TWTR,BTC,1839,h0mathxw
TWTR,BTC,98,Pl0eRMGi
TWTR,BTC,49,Pl0eRMGi
TWTR,BTC,14932,Pl0eRMGi
TWTR,BTC,59,Pl0eRMGi
BTC,TWTR,15142,Pl0eRMGi
BTC,TWTR,43,Pl0eRMGi
BTC,TWTR,126,Pl0eRMGi
BTC,TWTR,46,Pl0eRMGi
BTC,TWTR,43,Pl0eRMGi
BTC,TWTR,830321,Z9AILgII
TWTR,BTC,158,Z9AILgII
BTC,TWTR,127,Z9AILgII
TWTR,BTC,164,Z9AILgII
BTC,TWTR,347,Z9AILgII
TWTR,BTC,214,Z9AILgII
TWTR,BTC,439,Z9AILgII
BTC,TWTR,208,Z9AILgII
TWTR,BTC,102,Z9AILgII
ZEN,Cash,301,wPccxlgU
BTC,ZEN,89449,ylXjYVQS
BTC,TWTR,67976,wPccxlgU
Cash,FB,4,wPccxlgU
Cash,FB,7,wPccxlgU
Cash,FB,12,wPccxlgU
FB,Cash,6,wPccxlgU
FB,Cash,7,wPccxlgU
Cash,FB,8,wPccxlgU
Cash,GOOG,177,wPccxlgU
FB,Cash,7,wPccxlgU
FB,Cash,4,wPccxlgU
FB,Cash,65,wPccxlgU
FB,Cash,21,wPccxlgU
Cash,FB,16,wPccxlgU
FB,Cash,17,wPccxlgU
Cash,FB,122,wPccxlgU
GOOG,Cash,279,wPccxlgU
Cash,FB,181,wPccxlgU
Cash,FB,14,wPccxlgU
Cash,FB,49,wPccxlgU
Cash,GOOG,459,wPccxlgU
FB,Cash,30,wPccxlgU
BTC,TWTR,24,vk49No9e
Cash,FB,40,wPccxlgU
FB,Cash,13,wPccxlgU
FB,Cash,27,wPccxlgU
Cash,FB,38,wPccxlgU
Cash,GOOG,227,wPccxlgU
Cash,ZEN,678,TDK5L7D1
Cash,GOOG,82,vk49No9e
Cash,FB,88019,vk49No9e
Cash,FB,34,vk49No9e
Cash,FB,20,vk49No9e
FB,Cash,115,vk49No9e
FB,Cash,38,vk49No9e
FB,Cash,16,vk49No9e
Cash,FB,14,vk49No9e
Cash,FB,11,vk49No9e
FB,Cash,18,vk49No9e
Cash,FB,17,vk49No9e
Cash,FB,11,vk49No9e
Cash,FB,19,vk49No9e
Cash,FB,27,vk49No9e
Cash,GOOG,63,vk49No9e
GOOG,Cash,49,vk49No9e
Cash,FB,36,vk49No9e
FB,Cash,272,vk49No9e
GOOG,Cash,81,vk49No9e
BTC,ZEN,13,beZfimYa
Cash,GOOG,183,vk49No9e
Cash,GOOG,183,vk49No9e
Cash,GOOG,65,vk49No9e
GOOG,Cash,65,vk49No9e
Cash,FB,115,vk49No9e
FB,Cash,41,vk49No9e
FB,Cash,33,vk49No9e
FB,Cash,27,vk49No9e
Cash,GOOG,295,vk49No9e
GOOG,Cash,96,vk49No9e
GOOG,Cash,211,vk49No9e
Cash,GOOG,24,vk49No9e
Cash,FB,24,vk49No9e
FB,Cash,20,vk49No9e
Cash,FB,37,vk49No9e
FB,Cash,33,vk49No9e
Cash,FB,21,vk49No9e
FB,Cash,24,vk49No9e
FB,Cash,27,vk49No9e
FB,Cash,38,vk49No9e
FB,Cash,23,vk49No9e
Cash,GOOG,36,vk49No9e
Cash,GOOG,288,vk49No9e
Cash,GOOG,58,vk49No9e
Cash,FB,43,vk49No9e
Cash,FB,32,vk49No9e
GOOG,Cash,32,vk49No9e
Cash,FB,20,vk49No9e
Cash,GOOG,66,vk49No9e
FB,Cash,20,vk49No9e
FB,Cash,101,vk49No9e
Cash,FB,57,vk49No9e
GOOG,Cash,399,vk49No9e
FB,Cash,35,vk49No9e
BTC,ZEN,11,beZfimYa
TWTR,BTC,80291,Pl0eRMGi
TWTR,BTC,59,Pl0eRMGi
TWTR,BTC,14,Pl0eRMGi
BTC,TWTR,34,Pl0eRMGi
TWTR,BTC,20,Pl0eRMGi
BTC,TWTR,182,Pl0eRMGi
BTC,TWTR,22,Pl0eRMGi
BTC,TWTR,17,Pl0eRMGi
TWTR,BTC,27,Pl0eRMGi
BTC,TWTR,57,Pl0eRMGi
BTC,TWTR,25,Pl0eRMGi
BTC,ZEN,12,Pl0eRMGi
BTC,ZEN,12,Pl0eRMGi
BTC,TWTR,23,Pl0eRMGi
BTC,TWTR,20,Pl0eRMGi
BTC,TWTR,19,Pl0eRMGi
ZEN,BTC,547,Pl0eRMGi
BTC,TWTR,95,ylXjYVQS
TWTR,BTC,33,ylXjYVQS
BTC,TWTR,162,f5A1AhdH
TWTR,BTC,3257,f5A1AhdH
BTC,TWTR,5274,f5A1AhdH
BTC,TWTR,4935,f5A1AhdH
TWTR,BTC,5014,f5A1AhdH
BTC,TWTR,4459,f5A1AhdH
TWTR,BTC,27,wPccxlgU
BTC,TWTR,100,wPccxlgU
BTC,TWTR,31,wPccxlgU
BTC,TWTR,20,wPccxlgU
BTC,TWTR,20,wPccxlgU
BTC,TWTR,67,wPccxlgU
TWTR,BTC,23,wPccxlgU
Cash,FB,256796,wPccxlgU
GOOG,Cash,431,wPccxlgU
Cash,GOOG,314,wPccxlgU
Cash,GOOG,52,wPccxlgU
Cash,GOOG,24,wPccxlgU
FB,Cash,15,wPccxlgU
Cash,GOOG,99,wPccxlgU
FB,Cash,11,wPccxlgU
GOOG,Cash,133,wPccxlgU
FB,Cash,14,wPccxlgU
Cash,FB,17,wPccxlgU
Cash,FB,16,wPccxlgU
Cash,FB,16,wPccxlgU
Cash,FB,21,wPccxlgU
Cash,GOOG,58,wPccxlgU
Cash,FB,17,wPccxlgU
Cash,GOOG,50,wPccxlgU
FB,Cash,23,wPccxlgU
Cash,FB,15,wPccxlgU
GOOG,Cash,228,wPccxlgU
FB,Cash,229,wPccxlgU
Cash,FB,6,wPccxlgU
FB,Cash,14,wPccxlgU
FB,Cash,16,wPccxlgU
FB,Cash,11,wPccxlgU
Cash,FB,21,wPccxlgU
Cash,FB,12,wPccxlgU
FB,Cash,9,wPccxlgU
GOOG,Cash,95,wPccxlgU
GOOG,Cash,23,wPccxlgU
GOOG,Cash,15,wPccxlgU
GOOG,Cash,27,wPccxlgU
Cash,GOOG,18,wPccxlgU
Cash,GOOG,13,wPccxlgU
Cash,GOOG,15,wPccxlgU
FB,Cash,11,wPccxlgU
FB,Cash,11,wPccxlgU
FB,Cash,9,wPccxlgU
FB,Cash,9,wPccxlgU
Cash,FB,12,wPccxlgU
Cash,FB,8,wPccxlgU
FB,Cash,11,wPccxlgU
Cash,FB,12,wPccxlgU
Cash,FB,14,wPccxlgU
FB,Cash,23,wPccxlgU
FB,Cash,9,wPccxlgU
Cash,GOOG,101,wPccxlgU
FB,Cash,35,wPccxlgU
Cash,FB,12,wPccxlgU
GOOG,Cash,71,wPccxlgU
GOOG,Cash,20,wPccxlgU
Cash,GOOG,16,wPccxlgU
FB,Cash,26,wPccxlgU
FB,Cash,15,wPccxlgU
Cash,FB,37,wPccxlgU
Cash,FB,6,wPccxlgU
GOOG,Cash,36,wPccxlgU
Cash,FB,6,wPccxlgU
Cash,FB,13,wPccxlgU
FB,Cash,507,wPccxlgU
FB,Cash,9,wPccxlgU
Cash,FB,3,wPccxlgU
GOOG,Cash,72,wPccxlgU
Cash,GOOG,39,wPccxlgU
Cash,FB,13,wPccxlgU
TWTR,BTC,78,cmGRBoFi
FB,Cash,8,wPccxlgU
Cash,GOOG,57,wPccxlgU
BTC,TWTR,57,RvkOmL6z
Cash,FB,8,wPccxlgU
BTC,ZEN,1361,79kRyE6h
TWTR,BTC,69,RvkOmL6z
BTC,TWTR,37,RvkOmL6z
TWTR,BTC,40,RvkOmL6z
BTC,TWTR,38,RvkOmL6z
TWTR,BTC,41,RvkOmL6z
BTC,TWTR,34,RvkOmL6z
BTC,TWTR,36,RvkOmL6z
TWTR,BTC,16,RvkOmL6z
ZEN,BTC,81,beZfimYa
ZEN,BTC,11,beZfimYa
Cash,FB,7,wPccxlgU
TWTR,BTC,35,wPccxlgU
TLSA,BTC,40,wPccxlgU
Cash,GOOG,34,wPccxlgU
BTC,TWTR,139,vk49No9e
BTC,TWTR,252489,Pl0eRMGi
BTC,TWTR,252540,Pl0eRMGi
TWTR,BTC,56,Pl0eRMGi
BTC,TWTR,42,vk49No9e
TWTR,BTC,322,vk49No9e
BTC,TWTR,49,vk49No9e
TWTR,BTC,71,vk49No9e
Cash,FB,13,wPccxlgU
GOOG,Cash,51,wPccxlgU
Cash,GOOG,17,wPccxlgU
BTC,TLSA,13,wPccxlgU
FB,Cash,169,wPccxlgU
Cash,FB,28,vk49No9e
FB,Cash,81,vk49No9e
BTC,ZEN,3371006,79kRyE6h
FB,Cash,25,vk49No9e
Cash,GOOG,124,vk49No9e
Cash,GOOG,63,vk49No9e
Cash,GOOG,402,vk49No9e
FB,Cash,276,wPccxlgU
GOOG,Cash,105,wPccxlgU
FB,Cash,19,wPccxlgU
GOOG,Cash,105,wPccxlgU
Cash,FB,28,wPccxlgU
Cash,FB,13,wPccxlgU
GOOG,Cash,19,vk49No9e
GOOG,Cash,23,vk49No9e
Cash,FB,21,wPccxlgU
FB,Cash,24,wPccxlgU
FB,Cash,86,vk49No9e
FB,Cash,23,wPccxlgU
FB,Cash,5,wPccxlgU
FB,Cash,13,wPccxlgU
Cash,FB,12,wPccxlgU
Cash,FB,5,wPccxlgU
Cash,FB,7,wPccxlgU
FB,Cash,35,wPccxlgU
FB,Cash,39,vk49No9e
FB,Cash,134,vk49No9e
Cash,FB,10,wPccxlgU
Cash,FB,5,wPccxlgU
Cash,FB,6,wPccxlgU
FB,Cash,4,wPccxlgU
Cash,FB,12,wPccxlgU
GOOG,Cash,56,wPccxlgU
GOOG,Cash,42,wPccxlgU
Cash,GOOG,72,vk49No9e
Cash,GOOG,21,vk49No9e
GOOG,Cash,92,vk49No9e
Cash,FB,38,vk49No9e
GOOG,Cash,115,wPccxlgU
BTC,TWTR,16,wPccxlgU
Cash,GOOG,57,wPccxlgU
FB,Cash,22,vk49No9e
FB,Cash,43,vk49No9e
FB,Cash,23,vk49No9e
FB,Cash,12,vk49No9e
